,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
162,"frozenset({'fbs_False', 'age_40-60'})",frozenset({'sex_Male'}),0.39622641509433965,0.9339622641509434,0.37735849056603776,0.9523809523809524,1.0197210197210198,1.0,0.007297970808116783,1.38679245283019,0.03203125000000007,0.39603960396039606,0.27891156462585104,0.6782106782106783
503,"frozenset({'oldpeak_Mild', 'fbs_False', 'exang_True'})",frozenset({'sex_Male'}),0.39622641509433965,0.9339622641509434,0.37735849056603776,0.9523809523809524,1.0197210197210198,1.0,0.007297970808116783,1.38679245283019,0.03203125000000007,0.39603960396039606,0.27891156462585104,0.6782106782106783
23,frozenset({'oldpeak_Mild'}),frozenset({'sex_Male'}),0.7830188679245284,0.9339622641509434,0.7452830188679245,0.9518072289156625,1.0191067299501033,1.0,0.013972944108223473,1.3702830188679198,0.08640616400660374,0.7669902912621358,0.2702237521514605,0.8748935134477303
144,"frozenset({'oldpeak_Mild', 'cp_asymptomatic'})",frozenset({'sex_Male'}),0.5849056603773585,0.9339622641509434,0.5566037735849056,0.9516129032258065,1.0188986640599544,1.0,0.010323958704165137,1.3647798742138373,0.04468412942989194,0.5784313725490196,0.2672811059907839,0.7737862495927013
475,"frozenset({'oldpeak_Mild', 'thalch_Normal', 'cp_asymptomatic'})",frozenset({'sex_Male'}),0.3867924528301887,0.9339622641509434,0.36792452830188677,0.9512195121951218,1.0184774575018476,1.0,0.006674973300106746,1.3537735849056558,0.02958579881656781,0.38613861386138604,0.2613240418118442,0.6725794530672579
258,"frozenset({'oldpeak_Mild', 'age_>60'})",frozenset({'sex_Male'}),0.3867924528301887,0.9339622641509434,0.36792452830188677,0.9512195121951218,1.0184774575018476,1.0,0.006674973300106746,1.3537735849056558,0.02958579881656781,0.38613861386138604,0.2613240418118442,0.6725794530672579
204,"frozenset({'oldpeak_Mild', 'restecg_normal'})",frozenset({'sex_Male'}),0.37735849056603776,0.9339622641509434,0.3584905660377358,0.9499999999999998,1.017171717171717,1.0,0.006051975792096764,1.3207547169811278,0.02711323763955313,0.3762376237623762,0.24285714285714033,0.6669191919191918
240,"frozenset({'oldpeak_Mild', 'age_40-60'})",frozenset({'sex_Male'}),0.37735849056603776,0.9339622641509434,0.3584905660377358,0.9499999999999998,1.017171717171717,1.0,0.006051975792096764,1.3207547169811278,0.02711323763955313,0.3762376237623762,0.24285714285714033,0.6669191919191918
216,"frozenset({'chol_High', 'exang_True'})",frozenset({'sex_Male'}),0.36792452830188677,0.9339622641509434,0.3490566037735849,0.9487179487179487,1.0157990157990158,1.0,0.005428978284086838,1.2877358490566024,0.02460669624848718,0.36633663366336633,0.22344322344322268,0.6612276612276612
531,"frozenset({'oldpeak_Mild', 'thalch_Normal', 'exang_True'})",frozenset({'sex_Male'}),0.36792452830188677,0.9339622641509434,0.3490566037735849,0.9487179487179487,1.0157990157990158,1.0,0.005428978284086838,1.2877358490566024,0.02460669624848718,0.36633663366336633,0.22344322344322268,0.6612276612276612
138,"frozenset({'thalch_Normal', 'cp_asymptomatic'})",frozenset({'sex_Male'}),0.5283018867924528,0.9339622641509434,0.5,0.9464285714285714,1.0133477633477632,1.0,0.0065859736561053595,1.2327044025157223,0.027924528301886724,0.5196078431372549,0.18877551020408098,0.7408910533910533
3,frozenset({'fbs_False'}),frozenset({'sex_Male'}),0.6981132075471698,0.9339622641509434,0.660377358490566,0.9459459459459459,1.0128310128310127,1.0,0.008365966536133862,1.2216981132075468,0.041964285714285746,0.6796116504854368,0.18146718146718124,0.8265083265083265
276,"frozenset({'oldpeak_Mild', 'trestbps_High'})",frozenset({'sex_Male'}),0.3490566037735849,0.9339622641509434,0.330188679245283,0.9459459459459459,1.0128310128310127,1.0,0.004182983268066931,1.2216981132075468,0.019461697722567305,0.34653465346534656,0.18146718146718124,0.6497406497406497
616,"frozenset({'fbs_False', 'exang_True', 'cp_asymptomatic', 'thalch_Normal'})",frozenset({'sex_Male'}),0.3490566037735849,0.9339622641509434,0.330188679245283,0.9459459459459459,1.0128310128310127,1.0,0.004182983268066931,1.2216981132075468,0.019461697722567305,0.34653465346534656,0.18146718146718124,0.6497406497406497
234,"frozenset({'age_40-60', 'thalch_Normal'})",frozenset({'sex_Male'}),0.33962264150943394,0.9339622641509434,0.32075471698113206,0.9444444444444444,1.0112233445566778,1.0,0.0035599857600569496,1.1886792452830182,0.01680672268907558,0.3366336633663366,0.15873015873015817,0.6439393939393939
210,"frozenset({'age_40-60', 'exang_True'})",frozenset({'sex_Male'}),0.33962264150943394,0.9339622641509434,0.32075471698113206,0.9444444444444444,1.0112233445566778,1.0,0.0035599857600569496,1.1886792452830182,0.01680672268907558,0.3366336633663366,0.15873015873015817,0.6439393939393939
